YEAR,MONTH_NAME,BEGIN_HOUR,STATE,WFO,TOR_LENGTH,TOR_WIDTH,DURATION_MINUTES,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,HIGH_PROPERTY_DAMAGE
2018,February,17,ARKANSAS,MEG,3.23,75.0,4,5.0,W,35.3999,-90.8666,35.4315,-90.8243,1
2018,February,19,KENTUCKY,PAH,2.22,125.0,3,2.0,SW,36.5163,-88.5217,36.534,-88.4884,1
2018,March,17,CALIFORNIA,STO,1.0,30.0,5,3.0,ESE,39.03,-121.52,39.03,-121.52,0
2018,March,19,ALABAMA,BMX,20.92,1900.0,27,3.0,SSW,33.8453,-85.9472,33.8031,-85.5863,0
2018,February,20,KENTUCKY,PAH,5.39,200.0,6,1.0,S,36.8315,-87.4835,36.8665,-87.3963,1
2018,February,20,KENTUCKY,PAH,0.47,50.0,1,1.0,W,36.9507,-87.3028,36.956,-87.2976,0
2018,March,3,TEXAS,EWX,1.2,50.0,2,2.0,SE,29.7624,-97.5736,29.7608,-97.5537,0
2018,February,19,TENNESSEE,MEG,3.18,450.0,3,0.0,SSW,36.4167,-89.0012,36.4587,-88.9776,1
2018,February,19,KENTUCKY,PAH,1.93,100.0,4,2.0,NE,36.9898,-88.6588,37.0113,-88.6365,0
2018,February,19,KENTUCKY,PAH,6.07,125.0,6,4.0,W,36.534,-88.4884,36.5741,-88.391,1
2018,February,19,TENNESSEE,MEG,4.25,75.0,5,2.0,SW,36.0043,-88.9915,36.0447,-88.9342,0
2018,February,19,TENNESSEE,MEG,5.15,75.0,5,1.0,SSE,36.4106,-88.7895,36.4446,-88.7117,0
2018,February,17,ARKANSAS,MEG,29.15,150.0,31,2.0,SW,36.3001,-90.6333,36.4796,-90.1591,1
2018,February,18,ARKANSAS,MEG,6.4,50.0,9,3.0,SW,35.6381,-90.1321,35.6975,-90.0446,1
2018,February,18,TENNESSEE,MEG,5.59,75.0,7,2.0,NE,36.3753,-89.2938,36.4292,-89.2188,0
2018,March,23,TEXAS,CRP,0.92,75.0,1,1.0,N,28.24,-97.33,28.23,-97.32,1
2018,March,0,TEXAS,CRP,0.1,30.0,1,1.0,W,28.167,-97.0177,28.1665,-97.017,0
2018,March,0,TEXAS,CRP,0.4,150.0,1,0.0,ESE,28.4186,-96.7174,28.4202,-96.7116,1
2018,March,7,LOUISIANA,LCH,0.39,50.0,2,2.0,NW,31.1011,-92.2172,31.0974,-92.2122,1
2018,March,18,ALABAMA,BMX,0.94,100.0,2,1.0,SSE,34.2299,-86.4949,34.2246,-86.4798,0
2018,March,18,ALABAMA,BMX,1.57,880.0,2,5.0,S,33.8515,-86.4152,33.8549,-86.3881,0
2018,February,18,MISSOURI,PAH,0.34,50.0,1,3.0,SW,36.556,-89.9563,36.5587,-89.9511,0
2018,March,3,LOUISIANA,LCH,0.88,150.0,2,4.0,NNW,30.2384,-93.5991,30.2436,-93.5857,0
2018,March,3,LOUISIANA,LCH,1.89,425.0,2,1.0,NNE,30.3191,-93.1951,30.325,-93.1642,1
2018,March,3,LOUISIANA,LCH,6.35,800.0,10,5.0,W,30.3839,-93.2834,30.3949,-93.1777,1
2018,February,18,MISSOURI,PAH,0.95,150.0,2,1.0,S,36.7508,-89.5846,36.7591,-89.571,1
2018,March,19,ALABAMA,BMX,13.05,2175.0,22,7.0,WSW,33.8031,-85.5863,33.7739,-85.3617,0
2018,March,4,LOUISIANA,LCH,4.44,900.0,4,5.0,N,30.5473,-92.8405,30.5215,-92.7721,1
2018,February,19,TENNESSEE,MEG,7.38,75.0,7,2.0,ENE,36.2266,-88.6918,36.2898,-88.5851,0
2018,February,20,TENNESSEE,MEG,3.85,75.0,5,0.0,NNW,36.3321,-88.2714,36.3546,-88.2081,0
2018,February,19,KENTUCKY,PAH,1.17,100.0,1,2.0,NW,36.7458,-88.5415,36.7552,-88.524,0
2018,February,19,KENTUCKY,PAH,1.41,100.0,2,2.0,S,36.5972,-88.3223,36.6021,-88.2977,1
2018,February,17,ALABAMA,MOB,0.17,100.0,1,5.0,NNE,31.4669,-88.3843,31.4689,-88.3826,0
2018,February,5,ALABAMA,BMX,1.36,455.0,1,5.0,ESE,32.4815,-87.6181,32.4851,-87.5952,0
2018,February,5,ALABAMA,BMX,0.67,50.0,1,0.0,WSW,32.9484,-86.9247,32.9512,-86.9137,0
2018,June,16,ILLINOIS,LSX,1.4,50.0,2,1.0,NNE,38.9829,-90.373,38.9644,-90.3625,0
2018,March,19,ALABAMA,BMX,1.07,400.0,2,2.0,WSW,34.1095,-85.6522,34.1216,-85.6406,0
2018,March,20,ALABAMA,BMX,0.82,138.0,3,2.0,W,33.7502,-85.8464,33.7418,-85.8364,0
2018,March,19,ALABAMA,BMX,8.14,2000.0,10,2.0,NNW,33.8552,-86.2398,33.8639,-86.0984,0
2018,March,19,ALABAMA,BMX,6.53,1975.0,9,3.0,S,33.8639,-86.0984,33.881,-85.9864,0
2018,March,19,ALABAMA,BMX,1.01,500.0,2,3.0,W,33.881,-85.9864,33.8806,-85.9688,0
2018,March,18,LOUISIANA,JAN,1.77,120.0,4,5.0,NNE,32.4987,-91.257,32.5045,-91.2274,0
2018,September,19,MICHIGAN,DTX,2.06,250.0,4,2.0,ENE,42.0356,-83.264,42.0616,-83.2444,1
2018,February,6,ALABAMA,BMX,2.49,300.0,3,2.0,WNW,32.9578,-86.7844,32.9644,-86.7422,0
2018,May,12,ARKANSAS,MEG,0.85,50.0,3,2.0,S,35.8744,-90.3514,35.8733,-90.3363,0
2018,March,19,MISSISSIPPI,JAN,1.87,50.0,3,3.0,NNW,33.1905,-89.7622,33.196,-89.7305,0
2018,March,16,LOUISIANA,JAN,1.29,450.0,2,0.0,SSW,32.2745,-91.7743,32.281,-91.7536,0
2018,February,18,PENNSYLVANIA,PBZ,1.74,440.0,1,1.0,NNE,39.9087,-79.7274,39.9009,-79.6961,0
2018,February,5,ALABAMA,BMX,1.97,150.0,3,0.0,WSW,32.4284,-88.2756,32.4257,-88.2419,0
2018,March,14,LOUISIANA,SHV,11.72,1200.0,13,5.0,NNE,31.8189,-92.9485,31.9617,-92.8406,1
2018,March,15,LOUISIANA,SHV,1.08,350.0,2,1.0,W,32.1779,-91.9954,32.1825,-91.9778,0
2018,March,16,LOUISIANA,JAN,4.05,650.0,2,2.0,WSW,32.2616,-91.8191,32.281,-91.7536,1
2018,March,19,MISSISSIPPI,JAN,0.75,25.0,1,1.0,ENE,32.3334,-90.1547,32.3365,-90.1424,0
2018,May,15,KANSAS,ICT,1.98,75.0,7,3.0,NW,38.2357,-97.5514,38.2542,-97.5235,0
2018,May,17,KANSAS,ICT,0.83,75.0,1,3.0,NW,38.0536,-96.6675,38.0575,-96.653,0
2018,February,7,ALABAMA,BMX,1.97,150.0,4,2.0,N,32.5603,-86.7174,32.566,-86.6842,0
2018,May,15,KANSAS,TOP,0.01,20.0,0,2.0,W,39.022,-97.915,39.022,-97.915,0
2018,March,15,MISSISSIPPI,MEG,0.82,125.0,1,1.0,WNW,34.5051,-88.2099,34.5075,-88.1959,1
2018,September,19,MICHIGAN,DTX,4.32,520.0,9,2.0,N,41.9562,-83.4321,42.0099,-83.3892,1
2018,September,19,MICHIGAN,DTX,3.27,200.0,7,2.0,NE,42.0914,-83.2059,42.1079,-83.1462,1
2018,February,5,ALABAMA,BMX,10.07,1100.0,13,3.0,NNW,32.4636,-87.7895,32.4815,-87.6181,0
2018,July,13,FLORIDA,JAX,0.01,25.0,0,1.0,E,29.5,-81.14,29.5,-81.14,0
2018,May,18,KANSAS,ICT,1.6,200.0,3,3.0,NNW,38.94,-97.883,38.9581,-97.8645,1
2018,May,21,KANSAS,ICT,1.64,50.0,5,5.0,WSW,37.2894,-96.8274,37.3049,-96.8049,0
2018,May,20,KANSAS,ICT,2.31,50.0,8,5.0,ENE,37.2765,-96.9021,37.3036,-96.8776,0
2018,May,20,KANSAS,ICT,0.8,75.0,11,3.0,ENE,37.0601,-96.7227,37.0711,-96.7274,0
2018,May,20,KANSAS,ICT,4.23,75.0,23,4.0,ENE,37.0694,-96.7103,37.1141,-96.6578,0
2018,February,7,ALABAMA,BMX,0.78,100.0,2,1.0,SW,32.0121,-87.9099,32.0095,-87.897,0
2018,March,15,TEXAS,LUB,0.11,20.0,2,1.0,NNE,33.3387,-102.3238,33.3385,-102.322,0
2018,March,1,TEXAS,HGX,0.02,20.0,1,2.0,WNW,29.406,-95.4343,29.406,-95.434,0
2018,May,17,KANSAS,ICT,0.27,50.0,2,4.0,SW,37.1309,-97.0716,37.1281,-97.0683,0
2018,May,21,KANSAS,ICT,0.45,50.0,2,2.0,NW,37.1165,-96.5284,37.1206,-96.5219,0
2018,May,20,KANSAS,ICT,0.26,50.0,2,4.0,NE,37.2859,-96.9179,37.2886,-96.9147,0
2018,March,17,ALABAMA,HUN,3.61,550.0,6,2.0,NNW,34.3089,-86.8727,34.2785,-86.8213,0
2018,May,20,KANSAS,ICT,2.11,50.0,9,2.0,ESE,37.0407,-96.7519,37.0712,-96.7541,0
2018,March,19,MISSISSIPPI,JAN,2.0,50.0,1,3.0,ESE,32.4208,-90.7325,32.4323,-90.7011,0
2018,April,20,ARKANSAS,LZK,0.16,100.0,1,2.0,SW,35.0808,-92.8024,35.0807,-92.7995,0
2018,April,21,ARKANSAS,LZK,0.09,80.0,1,3.0,SE,35.0921,-92.034,35.0921,-92.0324,0
2018,March,8,ARKANSAS,TSA,2.0,350.0,2,1.0,E,35.2704,-94.4168,35.2806,-94.384,0
2018,March,1,MISSISSIPPI,JAN,1.48,200.0,5,2.0,N,32.6555,-90.3754,32.6426,-90.3551,0
2018,March,1,MISSISSIPPI,JAN,6.11,150.0,8,1.0,N,32.5996,-90.2667,32.5575,-90.1745,0
2018,April,17,ARKANSAS,LZK,4.96,250.0,6,3.0,NNW,35.6662,-93.4634,35.7127,-93.396,0
2018,April,19,ARKANSAS,LZK,0.5,150.0,1,3.0,SW,36.4193,-92.2605,36.4208,-92.2517,0
2018,March,19,MISSISSIPPI,JAN,8.51,800.0,10,2.0,NNW,33.3222,-89.4124,33.3775,-89.2806,0
2018,March,20,MISSISSIPPI,JAN,1.64,50.0,4,2.0,W,32.3467,-90.01,32.349,-89.982,0
2018,March,15,LOUISIANA,JAN,1.74,400.0,2,9.0,SSW,32.1825,-91.9778,32.1971,-91.9535,1
2018,March,16,LOUISIANA,JAN,3.86,400.0,4,4.0,NNE,32.3175,-91.7176,32.3599,-91.6745,0
2018,April,17,LOUISIANA,JAN,7.85,50.0,13,3.0,WNW,32.3146,-91.98,32.3523,-91.8531,0
2018,April,19,MISSISSIPPI,JAN,2.65,25.0,5,4.0,ENE,32.3694,-89.8975,32.359,-89.8538,0
2018,April,19,MISSISSIPPI,JAN,2.82,75.0,10,1.0,W,32.2203,-90.9637,32.2216,-90.9155,0
2018,April,20,MISSISSIPPI,JAN,1.17,360.0,2,3.0,E,31.8491,-90.8805,31.8423,-90.8623,0
2018,April,18,INDIANA,IND,0.64,40.0,1,2.0,ESE,40.46,-86.7893,40.4647,-86.7789,0
2018,April,1,LOUISIANA,SHV,6.45,470.0,8,3.0,S,32.4827,-92.7249,32.5157,-92.6214,1
2018,April,22,LOUISIANA,SHV,6.66,100.0,11,2.0,NNW,32.403,-94.0429,32.4315,-93.9339,0
2018,April,18,MISSOURI,SGF,9.0,100.0,10,1.0,SE,37.0944,-92.4922,37.1903,-92.3834,1
2018,April,19,MISSOURI,SGF,1.44,50.0,2,2.0,NE,37.3844,-92.1495,37.3872,-92.1234,0
2018,April,20,LOUISIANA,JAN,1.57,200.0,3,10.0,E,32.7593,-91.607,32.7812,-91.6001,0
2018,April,20,MISSISSIPPI,JAN,5.82,880.0,8,1.0,NNW,31.8392,-90.8241,31.846,-90.7252,1
2018,April,20,MISSISSIPPI,JAN,2.37,700.0,3,2.0,WNW,31.8262,-90.7006,31.8129,-90.6633,0
2018,April,22,MISSISSIPPI,JAN,4.66,350.0,8,1.0,NE,31.7399,-89.9365,31.7281,-89.8585,0
2018,April,22,MISSISSIPPI,JAN,1.74,125.0,4,3.0,NNW,31.7066,-89.582,31.6992,-89.5537,0
2018,April,22,MISSISSIPPI,JAN,2.69,440.0,4,5.0,WSW,31.7218,-89.7553,31.7027,-89.7153,0
2018,April,9,MISSISSIPPI,JAN,2.17,200.0,2,7.0,SSW,33.3303,-88.7621,33.353,-88.7361,0
2018,April,22,TEXAS,SHV,2.76,580.0,4,4.0,N,32.6345,-94.7436,32.6538,-94.7021,0
2018,April,19,MISSOURI,SGF,5.54,50.0,5,3.0,E,37.5234,-91.9248,37.5767,-91.8494,0
2018,April,18,MISSOURI,SGF,5.0,75.0,5,0.0,NW,37.2543,-92.3271,37.3015,-92.2533,0
2018,April,15,FLORIDA,MOB,1.24,50.0,5,2.0,S,30.3963,-86.623,30.4136,-86.6174,1
2018,April,18,TEXAS,EWX,0.59,50.0,3,5.0,W,30.98,-98.02,30.98,-98.01,0
2018,April,4,LOUISIANA,LIX,1.25,50.0,2,1.0,NE,30.0307,-90.7584,30.0298,-90.7376,0
2018,April,18,ARKANSAS,SHV,2.2,350.0,10,1.0,SW,34.2555,-94.067,34.287,-94.0612,1
2018,April,23,LOUISIANA,SHV,14.65,1100.0,19,1.0,WSW,32.5116,-93.7375,32.607,-93.5129,1
2018,April,2,ARKANSAS,JAN,3.43,700.0,5,2.0,S,33.267,-91.5019,33.3015,-91.4591,1
2018,April,3,MISSISSIPPI,MEG,0.8,150.0,1,4.0,ENE,34.4462,-89.4618,34.452,-89.4501,1
2018,April,17,LOUISIANA,SHV,3.94,950.0,6,5.0,SSW,32.5839,-92.3258,32.6397,-92.3117,0
2018,April,0,ARKANSAS,SHV,7.13,800.0,9,1.0,NE,33.1095,-92.6548,33.1667,-92.5522,1
2018,April,1,ARKANSAS,SHV,5.11,1200.0,6,1.0,SW,33.1878,-92.5317,33.2229,-92.4539,0
2018,April,2,LOUISIANA,JAN,4.42,200.0,6,2.0,SW,32.8616,-91.5219,32.8443,-91.4485,0
2018,April,18,LOUISIANA,SHV,4.11,340.0,10,6.0,WNW,32.015,-92.2693,32.0637,-92.229,0
2018,April,21,FLORIDA,TBW,0.96,40.0,4,2.0,W,27.7005,-82.459,27.7052,-82.4442,0
2018,April,3,MISSISSIPPI,MEG,0.5,40.0,1,3.0,ENE,34.3862,-89.4628,34.3871,-89.4548,1
2018,April,17,GEORGIA,FFC,0.73,50.0,1,3.0,ENE,32.4958,-82.7102,32.4958,-82.6976,0
2018,April,17,LOUISIANA,JAN,1.14,25.0,2,3.0,NNW,32.473,-91.3297,32.4779,-91.311,0
2018,April,22,MISSISSIPPI,JAN,0.21,100.0,1,6.0,NNE,31.7233,-89.7583,31.7218,-89.7553,0
2018,April,13,ALABAMA,BMX,2.56,250.0,5,2.0,NE,31.988,-86.2595,32.0205,-86.2386,0
2018,April,12,ALABAMA,TAE,1.18,100.0,5,1.0,SW,31.3306,-85.7093,31.3472,-85.7137,0
2018,April,20,LOUISIANA,JAN,3.19,400.0,6,2.0,SSW,32.4512,-91.8276,32.4822,-91.787,0
2018,April,1,ARKANSAS,JAN,2.72,600.0,5,0.0,WSW,33.017,-92.0066,33.0325,-91.9634,1
2018,April,1,ARKANSAS,JAN,4.05,300.0,5,3.0,S,33.1205,-91.8961,33.1358,-91.8286,0
2018,April,2,LOUISIANA,JAN,3.18,200.0,4,3.0,ENE,32.7693,-91.7307,32.7765,-91.6766,1
2018,April,2,LOUISIANA,JAN,2.38,200.0,3,2.0,N,32.8095,-91.5677,32.8155,-91.5274,0
2018,April,6,MISSISSIPPI,JAN,6.21,50.0,11,2.0,WSW,32.3341,-90.1065,32.3587,-90.0041,0
2018,April,8,MISSISSIPPI,JAN,0.81,150.0,2,4.0,SW,32.9569,-89.1021,32.9631,-89.0902,0
2018,April,9,MISSISSIPPI,JAN,6.08,200.0,8,6.0,NNW,31.1644,-89.6325,31.2116,-89.5457,0
2018,April,9,MISSISSIPPI,JAN,8.49,780.0,10,1.0,SW,32.3558,-88.7321,32.435,-88.6209,1
2018,April,17,OHIO,RLX,1.25,50.0,3,1.0,WSW,39.8452,-82.4391,39.8441,-82.4157,1
2018,April,5,FLORIDA,TAE,1.13,60.0,4,4.0,WSW,30.0087,-85.5206,30.0214,-85.5088,0
2018,April,17,MISSOURI,MEG,6.7,200.0,9,3.0,S,36.0022,-90.2311,36.021,-90.1178,1
2018,April,15,ILLINOIS,ILX,7.33,100.0,7,9.0,W,38.9394,-88.8065,38.9785,-88.6797,0
2018,April,15,ARKANSAS,TSA,11.7,1000.0,15,2.0,NE,35.549,-94.2621,35.673,-94.1222,1
2018,April,18,LOUISIANA,SHV,0.38,200.0,2,3.0,NNW,32.7131,-92.219,32.7177,-92.2154,0
2018,April,23,LOUISIANA,SHV,2.93,500.0,6,1.0,NW,32.9417,-93.3165,32.9744,-93.2844,0
2018,April,23,LOUISIANA,SHV,7.89,800.0,12,1.0,E,32.4521,-93.8531,32.5116,-93.7375,1
2018,April,8,LOUISIANA,LCH,0.3,40.0,1,0.0,WNW,29.6816,-91.2742,29.6806,-91.2694,1
2018,April,5,LOUISIANA,LCH,1.25,580.0,2,4.0,WNW,30.6423,-92.1904,30.6387,-92.1698,1
2018,April,14,ALABAMA,MOB,1.59,100.0,3,3.0,NNE,30.3607,-87.6872,30.3808,-87.6741,1
2018,April,14,ALABAMA,MOB,0.16,25.0,1,4.0,ESE,30.2376,-87.7571,30.2399,-87.7567,0
2018,April,21,NORTH CAROLINA,RAH,0.74,100.0,1,3.0,NNE,35.8392,-78.4082,35.8499,-78.4086,1
2018,April,0,LOUISIANA,SHV,6.85,1000.0,8,2.0,SE,32.8095,-93.1295,32.8637,-93.0307,0
2018,April,0,LOUISIANA,SHV,5.38,210.0,6,4.0,ENE,32.4459,-92.9053,32.4519,-92.8133,1
2018,April,1,LOUISIANA,SHV,4.6,865.0,7,1.0,WNW,32.5336,-92.5386,32.5611,-92.4667,0
2018,April,1,LOUISIANA,SHV,0.04,250.0,1,3.0,S,32.5754,-92.4159,32.5755,-92.4152,0
2018,April,15,OHIO,ILN,4.3,150.0,3,1.0,NNE,39.7948,-83.7592,39.814,-83.6853,0
2018,April,17,LOUISIANA,SHV,1.72,600.0,4,1.0,NNE,32.5294,-92.3642,32.5517,-92.3512,1
2018,April,23,LOUISIANA,SHV,3.09,300.0,1,4.0,SE,32.8586,-93.5162,32.8841,-93.4724,0
2018,April,23,LOUISIANA,SHV,2.02,300.0,5,4.0,NNW,32.8841,-93.4724,32.9033,-93.4462,0
2018,April,2,ARKANSAS,JAN,5.45,500.0,7,3.0,W,33.3015,-91.4591,33.3225,-91.3681,1
2018,April,5,LOUISIANA,LCH,4.13,650.0,3,2.0,N,30.3459,-92.048,30.3635,-91.9818,1
2018,April,0,LOUISIANA,LCH,7.94,1000.0,13,5.0,N,30.8495,-93.4594,30.807,-93.3351,1
2018,April,0,LOUISIANA,LCH,1.21,600.0,1,4.0,NE,30.783,-93.2684,30.7792,-93.2485,0
2018,April,0,LOUISIANA,LCH,8.92,1200.0,11,8.0,SSE,30.7674,-93.1762,30.7119,-93.0406,1
2018,April,1,LOUISIANA,LCH,0.45,100.0,1,4.0,WSW,30.5919,-92.8357,30.5876,-92.8301,0
2018,April,1,LOUISIANA,SHV,2.64,1545.0,4,4.0,W,32.5755,-92.4152,32.5825,-92.3706,0
2018,April,1,LOUISIANA,SHV,4.63,1100.0,5,4.0,SE,32.5825,-92.3706,32.6025,-92.2947,0
2018,April,22,TEXAS,SHV,1.59,580.0,5,8.0,W,32.6538,-94.7021,32.6701,-94.6829,0
2018,April,22,TEXAS,SHV,3.81,100.0,3,5.0,ENE,32.3869,-94.1053,32.403,-94.0429,0
2018,April,20,LOUISIANA,JAN,0.33,100.0,1,2.0,W,32.7812,-91.6001,32.786,-91.5993,0
2018,April,16,ILLINOIS,PAH,9.98,125.0,16,1.0,NNW,37.7616,-89.0737,37.7893,-88.8943,1
2018,April,16,ILLINOIS,PAH,1.93,150.0,3,1.0,N,37.7845,-88.85,37.7956,-88.8176,0
2018,April,16,ILLINOIS,PAH,1.55,200.0,3,3.0,ESE,37.8071,-88.7347,37.8122,-88.707,0
2018,April,16,ILLINOIS,PAH,10.8,350.0,17,1.0,SW,37.8122,-88.707,37.8469,-88.5141,1
2018,April,17,ILLINOIS,PAH,10.59,75.0,14,0.0,SW,37.1759,-88.7551,37.198,-88.5648,1
2018,April,17,ILLINOIS,PAH,2.25,225.0,4,5.0,NE,37.9512,-88.0651,37.9742,-88.0359,0
2018,April,16,NORTH CAROLINA,RAH,15.15,500.0,18,3.0,SE,36.0468,-79.7597,36.2439,-79.6409,1
2018,April,16,ARKANSAS,TSA,3.8,400.0,5,4.0,SW,35.3479,-94.0788,35.3896,-94.0341,0
2018,April,18,LOUISIANA,SHV,8.9,1800.0,27,2.0,WSW,32.0172,-93.4619,32.0126,-93.3101,1
2018,August,16,ARKANSAS,MEG,0.7,50.0,2,2.0,ENE,36.1866,-90.3432,36.1876,-90.3315,0
2018,April,17,INDIANA,IND,2.36,75.0,3,4.0,NW,40.1525,-87.3217,40.1816,-87.2982,0
2018,April,12,FLORIDA,MOB,0.13,25.0,1,3.0,NE,30.7319,-87.3892,30.7338,-87.3889,0
2018,April,12,ALABAMA,MOB,3.72,150.0,7,2.0,SE,31.7537,-86.4005,31.8056,-86.3837,1
2018,April,13,ALABAMA,MOB,2.19,175.0,4,3.0,SSE,31.9085,-86.3063,31.9362,-86.2883,1
2018,April,14,FLORIDA,TBW,0.2,20.0,1,1.0,ENE,27.7567,-82.6931,27.7593,-82.6916,0
2018,April,20,KENTUCKY,LMK,0.5,100.0,1,1.0,S,37.633,-84.8798,37.6327,-84.8731,1
2018,April,17,KENTUCKY,LMK,0.5,100.0,1,2.0,SSE,37.5201,-86.3349,37.5207,-86.3245,1
2018,April,14,ALABAMA,MOB,1.04,100.0,3,2.0,NNE,30.4483,-87.5808,30.4633,-87.5807,0
2018,April,20,LOUISIANA,SHV,0.72,50.0,4,1.0,NW,31.6073,-92.9872,31.61,-92.9753,0
2018,April,15,OHIO,ILN,8.75,200.0,5,2.0,SSE,39.7473,-83.971,39.7939,-83.8229,1
2018,April,16,OHIO,ILN,0.2,50.0,1,2.0,NNW,39.8588,-83.4949,39.8603,-83.4924,0
2018,April,16,OHIO,ILN,2.63,75.0,4,1.0,S,39.8588,-83.0829,39.8753,-83.0382,1
2018,April,16,ARKANSAS,TSA,1.8,400.0,3,3.0,WNW,35.33,-94.1006,35.3479,-94.0788,0
2018,April,17,KENTUCKY,PAH,4.32,300.0,6,1.0,WSW,37.2461,-88.392,37.2798,-88.3259,1
2018,April,18,KENTUCKY,PAH,0.32,100.0,1,3.0,NE,36.7086,-89.0355,36.7097,-89.0299,0
2018,April,18,KENTUCKY,PAH,0.32,75.0,1,1.0,N,36.7416,-88.9192,36.7445,-88.9147,0
2018,April,18,KENTUCKY,PAH,0.82,75.0,2,2.0,NW,36.6945,-88.7265,36.7001,-88.7134,0
2018,April,16,MISSOURI,PAH,4.49,100.0,6,1.0,NNW,36.7302,-89.8065,36.7635,-89.7368,0
2018,April,17,MISSOURI,PAH,2.55,125.0,3,3.0,ENE,36.7691,-89.6413,36.7725,-89.5954,0
2018,April,17,IDAHO,PIH,0.5,10.0,8,3.0,E,43.32,-112.5703,43.32,-112.5604,0
2018,April,7,GEORGIA,TAE,0.46,31.0,1,1.0,NNW,30.9838,-84.6355,30.9887,-84.6303,0
2018,June,13,COLORADO,BOU,0.01,50.0,3,4.0,SE,40.03,-104.36,40.03,-104.36,0
2018,June,15,COLORADO,BOU,0.01,50.0,1,5.0,N,39.35,-103.65,39.35,-103.65,0
2018,June,15,COLORADO,BOU,0.01,50.0,1,1.0,E,39.27,-103.69,39.27,-103.69,0
2018,June,16,COLORADO,BOU,0.01,50.0,1,5.0,ENE,39.31,-103.41,39.31,-103.41,0
2018,June,3,MINNESOTA,FGF,15.38,400.0,15,2.0,NW,47.55,-96.02,47.5589,-95.6904,1
2018,June,13,COLORADO,BOU,0.01,50.0,0,2.0,NW,41.0,-102.29,41.0,-102.29,0
2018,October,15,NEVADA,LKN,0.01,25.0,1,3.0,N,39.54,-117.02,39.54,-117.02,0
2018,June,19,PENNSYLVANIA,BGM,5.16,250.0,10,0.0,WSW,41.7182,-76.6881,41.6866,-76.5974,1
2018,June,21,PENNSYLVANIA,BGM,2.9,150.0,8,1.0,WSW,41.2436,-75.8467,41.2245,-75.7969,1
2018,November,17,GEORGIA,FFC,7.59,200.0,10,4.0,WSW,32.7181,-83.7589,32.7537,-83.6353,0
2018,June,10,COLORADO,BOU,0.01,50.0,1,4.0,WSW,40.54,-106.5,40.54,-106.5,0
2018,May,15,ILLINOIS,ILX,1.84,25.0,7,2.0,SE,39.4581,-89.3357,39.4404,-89.3099,0
2018,June,14,ILLINOIS,ILX,0.17,20.0,1,4.0,WNW,40.67,-88.93,40.668,-88.928,0
2018,June,16,NEBRASKA,GID,0.26,35.0,1,3.0,SSE,40.172,-99.2619,40.1737,-99.2576,0
2018,June,18,OKLAHOMA,AMA,0.06,10.0,0,3.0,NW,36.66,-100.72,36.66,-100.72,0
2018,June,14,OKLAHOMA,OUN,0.2,10.0,0,4.0,ESE,34.74,-96.62,34.74,-96.62,0
2018,June,18,NEBRASKA,GID,0.68,35.0,7,3.0,SW,40.5981,-97.6136,40.5915,-97.6041,0
2018,June,18,NEBRASKA,GID,0.66,35.0,14,3.0,ESE,40.6153,-97.5195,40.624,-97.5141,0
2018,May,18,KANSAS,GLD,0.01,25.0,1,12.0,S,39.1744,-100.3019,39.1744,-100.3019,0
2018,June,19,ILLINOIS,DVN,0.01,10.0,1,2.0,NE,41.3169,-90.011,41.3169,-90.0107,0
2018,June,18,NEBRASKA,GID,0.1,25.0,1,3.0,SE,40.5966,-97.5389,40.5955,-97.5378,0
2018,June,18,NEBRASKA,GID,0.2,25.0,3,3.0,SE,40.5959,-97.5297,40.5936,-97.5275,0
2018,June,17,TEXAS,AMA,0.1,10.0,0,2.0,WSW,35.34,-101.41,35.34,-101.41,0
2018,October,17,PENNSYLVANIA,PHI,1.01,40.0,1,2.0,SE,41.0484,-75.6049,41.042,-75.5876,0
2018,October,18,PENNSYLVANIA,PHI,1.41,50.0,1,1.0,NNW,41.0158,-75.4114,41.0108,-75.3855,0
2018,June,15,ARKANSAS,LZK,1.02,20.0,14,1.0,W,35.0,-91.39,34.9928,-91.4057,0
2018,June,19,ILLINOIS,ILX,3.88,75.0,8,3.0,SE,40.2725,-88.1022,40.3145,-88.0533,0
2018,June,12,KENTUCKY,LMK,1.86,150.0,2,1.0,S,38.3022,-85.4994,38.2997,-85.4653,0
2018,June,12,KENTUCKY,LMK,1.66,150.0,2,1.0,S,38.3062,-85.5303,38.3029,-85.5,1
2018,June,11,WYOMING,RIW,0.98,300.0,4,13.0,E,43.9988,-107.1501,44.0043,-107.1319,0
2018,June,11,WYOMING,RIW,1.03,300.0,5,21.0,NW,44.0285,-107.1061,44.042,-107.1149,0
2018,June,19,PENNSYLVANIA,PBZ,0.7,175.0,3,1.0,NNE,40.257,-79.417,40.266,-79.411,0
2018,June,19,PENNSYLVANIA,PBZ,2.42,150.0,8,2.0,SSW,40.205,-79.56,40.217,-79.517,0
2018,November,23,ARKANSAS,LZK,4.29,100.0,4,3.0,SSW,35.1929,-93.801,35.2205,-93.7329,0
2018,June,13,MISSISSIPPI,JAN,0.67,25.0,4,1.0,N,31.5662,-90.3774,31.5758,-90.3765,0
2018,June,20,NEBRASKA,GID,0.01,40.0,0,1.0,E,41.6024,-98.905,41.6024,-98.905,0
